file_path,width,height,resolution,fps,frame_count,duration_sec
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5635.mp4,86,86,86x86,29.97,55,1.84
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5636.mp4,90,90,90x90,29.97,99,3.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5637.mp4,94,94,94x94,29.97,146,4.87
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5638.mp4,94,94,94x94,29.97,52,1.74
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5639.mp4,100,100,100x100,29.97,121,4.04
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5640.mp4,104,104,104x104,29.97,79,2.64
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5641.mp4,102,102,102x102,29.97,145,4.84
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5642.mp4,108,108,108x108,29.97,80,2.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5643.mp4,108,108,108x108,29.97,50,1.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5644.mp4,118,118,118x118,29.97,113,3.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5645.mp4,118,118,118x118,29.97,51,1.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5646.mp4,126,126,126x126,29.97,124,4.14
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5647.mp4,102,102,102x102,29.97,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5648.mp4,102,102,102x102,29.97,118,3.94
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5649.mp4,102,102,102x102,29.97,53,1.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5650.mp4,108,108,108x108,29.97,76,2.54
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5651.mp4,108,108,108x108,29.97,49,1.63
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5652.mp4,104,104,104x104,29.97,51,1.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5653.mp4,100,100,100x100,29.97,82,2.74
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5654.mp4,92,92,92x92,29.97,69,2.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5655.mp4,80,80,80x80,29.97,136,4.54
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5656.mp4,60,60,60x60,29.97,125,4.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5657.mp4,32,32,32x32,29.97,87,2.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5658.mp4,120,120,120x120,29.97,43,1.43
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5659.mp4,126,126,126x126,29.97,63,2.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5660.mp4,126,126,126x126,29.97,54,1.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5661.mp4,126,126,126x126,29.97,139,4.64
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5662.mp4,126,126,126x126,29.97,92,3.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5663.mp4,106,106,106x106,29.97,140,4.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5664.mp4,114,114,114x114,29.97,59,1.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5665.mp4,112,112,112x112,29.97,109,3.64
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5666.mp4,102,102,102x102,29.97,58,1.94
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5667.mp4,104,104,104x104,29.97,110,3.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5668.mp4,104,104,104x104,29.97,51,1.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5669.mp4,102,102,102x102,29.97,54,1.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5670.mp4,100,100,100x100,29.97,139,4.64
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5671.mp4,82,82,82x82,29.97,93,3.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5672.mp4,68,68,68x68,29.97,141,4.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5673.mp4,30,30,30x30,29.97,45,1.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5674.mp4,34,34,34x34,29.97,89,2.97
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5675.mp4,34,34,34x34,29.97,105,3.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5676.mp4,34,34,34x34,29.97,62,2.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5677.mp4,40,40,40x40,29.97,51,1.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5678.mp4,50,50,50x50,29.97,48,1.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5679.mp4,56,56,56x56,29.97,40,1.33
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5680.mp4,80,80,80x80,29.97,123,4.1
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5681.mp4,80,80,80x80,29.97,85,2.84
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5682.mp4,84,84,84x84,29.97,82,2.74
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5683.mp4,86,86,86x86,29.97,110,3.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5684.mp4,94,94,94x94,29.97,90,3.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5685.mp4,98,98,98x98,29.97,150,5.01
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5686.mp4,102,102,102x102,29.97,92,3.07
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5687.mp4,106,106,106x106,29.97,75,2.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5688.mp4,102,102,102x102,29.97,115,3.84
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5689.mp4,116,116,116x116,29.97,143,4.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5690.mp4,122,122,122x122,29.97,60,2.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5691.mp4,122,122,122x122,29.97,79,2.64
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5692.mp4,118,118,118x118,29.97,51,1.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5693.mp4,120,120,120x120,29.97,55,1.84
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5694.mp4,124,124,124x124,29.97,83,2.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5695.mp4,128,128,128x128,29.97,112,3.74
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5696.mp4,36,36,36x36,29.97,55,1.84
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5697.mp4,52,52,52x52,29.97,127,4.24
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5698.mp4,70,70,70x70,29.97,95,3.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5699.mp4,80,80,80x80,29.97,84,2.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5700.mp4,84,84,84x84,29.97,79,2.64
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5701.mp4,84,84,84x84,29.97,113,3.77
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5702.mp4,94,94,94x94,29.97,78,2.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5703.mp4,94,94,94x94,29.97,80,2.67
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5704.mp4,94,94,94x94,29.97,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5705.mp4,102,102,102x102,29.97,77,2.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5706.mp4,102,102,102x102,29.97,101,3.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5707.mp4,100,100,100x100,29.97,131,4.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5708.mp4,102,102,102x102,29.97,41,1.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5709.mp4,108,108,108x108,29.97,144,4.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5710.mp4,108,108,108x108,29.97,41,1.37
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5711.mp4,108,108,108x108,29.97,45,1.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5712.mp4,116,116,116x116,29.97,65,2.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5713.mp4,122,122,122x122,29.97,111,3.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5714.mp4,128,128,128x128,29.97,46,1.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5715.mp4,124,124,124x124,29.97,120,4.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5716.mp4,118,118,118x118,29.97,45,1.5
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5717.mp4,116,116,116x116,29.97,82,2.74
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5718.mp4,106,106,106x106,29.97,47,1.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5719.mp4,104,104,104x104,29.97,69,2.3
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5720.mp4,104,104,104x104,29.97,48,1.6
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5721.mp4,104,104,104x104,29.97,139,4.64
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5722.mp4,104,104,104x104,29.97,106,3.54
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5723.mp4,96,96,96x96,29.97,141,4.7
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5724.mp4,94,94,94x94,29.97,106,3.54
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5725.mp4,112,112,112x112,29.97,46,1.53
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5726.mp4,112,112,112x112,29.97,134,4.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5727.mp4,112,112,112x112,29.97,57,1.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5728.mp4,128,128,128x128,29.97,95,3.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5729.mp4,128,128,128x128,29.97,117,3.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5730.mp4,102,102,102x102,29.97,98,3.27
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5731.mp4,100,100,100x100,29.97,112,3.74
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5732.mp4,102,102,102x102,29.97,74,2.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5733.mp4,100,100,100x100,29.97,44,1.47
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5734.mp4,100,100,100x100,29.97,84,2.8
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5735.mp4,96,96,96x96,29.97,102,3.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5736.mp4,94,94,94x94,29.97,102,3.4
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5737.mp4,82,82,82x82,29.97,90,3.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5738.mp4,72,72,72x72,29.97,67,2.24
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5739.mp4,62,62,62x62,29.97,150,5.01
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5740.mp4,46,46,46x46,29.97,125,4.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5741.mp4,52,52,52x52,29.97,61,2.04
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5742.mp4,52,52,52x52,29.97,137,4.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5743.mp4,44,44,44x44,29.97,125,4.17
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5744.mp4,124,124,124x124,29.97,147,4.9
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5745.mp4,92,92,92x92,29.97,67,2.24
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5746.mp4,116,116,116x116,29.97,79,2.64
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5747.mp4,116,116,116x116,29.97,77,2.57
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5748.mp4,116,116,116x116,29.97,150,5.01
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5749.mp4,100,100,100x100,29.97,60,2.0
D:\2-Datasets from Various Resources\Tiny-VARIAT\Tiny_VIRAT_v1\VIRAT_S_000000\5750.mp4,100,100,100x100,29.97,96,3.2
